list	block	trial	calibrate	exp_sent	preview	$sent_unmasked	$smsm_1	$dmsm_2	$smsd_3	$dmsd_4	letter_pos	quest	$quest_diff_2	$quest_easy_1
1	4	82	1	1	0	"The tailor bemoaned the total shortage of silk cloth on the textiles market.     xxXxx"	"The tailor bemoaned the total efanbcpa of silk cloth on the textiles market.     xxXxx"	"The tailor bemoaned the total atvefwjr of silk cloth on the textiles market.     xxXxx"	"The tailor bemoaned the total unazxcos of silk cloth on the textiles market.     xxXxx"	"The tailor bemoaned the total acveswur of silk cloth on the textiles market.     xxXxx"	30	1	"x"	"What was the tailor missing?"
1	4	83	0	0	0	"Monica's aching and throbbing shoulder caused pain and made work unbearable.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	4	84	0	0	0	"During the operation doctors suddenly discovered a small vesicle filled with fluid.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	4	85	0	0	0	"Using the dense fog as effective camouflage the ferocious predator stalked its victim.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	4	86	1	1	4	"Nancy made sure to pack a lunch to avoid the bleak prospect of going hungry.     xxXxx"	"Nancy made sure to pack a lunch to avoid the bleak qnaeqaob of going hungry.     xxXxx"	"Nancy made sure to pack a lunch to avoid the bleak yevayrmf of going hungry.     xxXxx"	"Nancy made sure to pack a lunch to avoid the bleak ezauesox of going hungry.     xxXxx"	"Nancy made sure to pack a lunch to avoid the bleak zevazrms of going hungry.     xxXxx"	51	1	"x"	"Who packed the lunch?"
1	5	87	0	1	4	"The infant cried in fussy contempt at the offer of carrots instead of milk.     xxXxx"	"The infant cried in fussy ocrbawqb at the offer of carrots instead of milk.     xxXxx"	"The infant cried in fussy mvufroyf at the offer of carrots instead of milk.     xxXxx"	"The infant cried in fussy oarxswex at the offer of carrots instead of milk.     xxXxx"	"The infant cried in fussy mvxsrozs at the offer of carrots instead of milk.     xxXxx"	26	0	"x"	"x"
1	5	88	0	1	3	"The father lectured his children on the sober subject of marriage and family.     xxXxx"	"The father lectured his children on the sober evdyaob of marriage and family.     xxXxx"	"The father lectured his children on the sober ankqrmf of marriage and family.     xxXxx"	"The father lectured his children on the sober uvesaox of marriage and family.     xxXxx"	"The father lectured his children on the sober anvwrms of marriage and family.     xxXxx"	46	0	"x"	"x"
1	5	89	0	1	2	"School children are often obsessed with the stale mystery of the Loch Ness monster.     xxXxx"	"School children are often obsessed with the stale wjebanj of the Loch Ness monster.     xxXxx"	"School children are often obsessed with the stale opafrep of the Loch Ness monster.     xxXxx"	"School children are often obsessed with the stale wvuxszv of the Loch Ness monster.     xxXxx"	"School children are often obsessed with the stale oavsrea of the Loch Ness monster.     xxXxx"	49	0	"x"	"x"
1	5	90	1	1	2	"The wait was boring on the messy platform at the local subway station.     xxXxx"	"The wait was boring on the messy qicbkanw at the local subway station.     xxXxx"	"The wait was boring on the messy ydwftveo at the local subway station.     xxXxx"	"The wait was boring on the messy uacxnazw at the local subway station.     xxXxx"	"The wait was boring on the messy zswsoveo at the local subway station.     xxXxx"	33	1	"x"	"Where was it boring to wait?"
1	5	91	0	1	4	"Lilly hungrily looked at the plump figure of the Thanksgiving turkey.     xxXxx"	"Lilly hungrily looked at the plump klpvna  of the Thanksgiving turkey.     xxXxx"	"Lilly hungrily looked at the plump thjner of the Thanksgiving turkey.     xxXxx"	"Lilly hungrily looked at the plump nrovzs of the Thanksgiving turkey.     xxXxx"	"Lilly hungrily looked at the plump onuner of the Thanksgiving turkey.     xxXxx"	35	0	"x"	"x"
1	5	92	0	1	3	"Jeffery and Dillon had bought great tickets for the soccer game this weekend.     xxXxx"	"Jeffery and Dillon had bought great blshabe for the soccer game this weekend.     xxXxx"	"Jeffery and Dillon had bought great fhmbrfa for the soccer game this weekend.     xxXxx"	"Jeffery and Dillon had bought great xromsxu for the soccer game this weekend.     xxXxx"	"Jeffery and Dillon had bought great snmzrsa for the soccer game this weekend.     xxXxx"	36	0	"x"	"x"
1	5	93	0	0	0	"A deeply divided congress caused a long delay in the passing of the legislation.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	5	94	1	1	1	"The museum guide explained the brave history of the settlers to the young boy.     xxXxx"	"The museum guide explained the brave flcbanj of the settlers to the young boy.     xxXxx"	"The museum guide explained the brave thvfvep of the settlers to the young boy.     xxXxx"	"The museum guide explained the brave nruxazv of the settlers to the young boy.     xxXxx"	"The museum guide explained the brave cnasvea of the settlers to the young boy.     xxXxx"	37	2	"Why did the guide explain the history of the settlers?"	"x"
1	5	95	0	1	0	"Anna honored the proud religion of the settlers by lighting a candle.     xxXxx"	"Anna honored the proud nsilplar of the settlers by lighting a candle.     xxXxx"	"Anna honored the proud erdhjhvu of the settlers by lighting a candle.     xxXxx"	"Anna honored the proud zsarorar of the settlers by lighting a candle.     xxXxx"	"Anna honored the proud ersnunvx of the settlers by lighting a candle.     xxXxx"	23	0	"x"	"x"
1	5	96	0	1	1	"It was hard for Ted to see the faint signals on the radar screen.     xxXxx"	"It was hard for Ted to see the faint elprcie on the radar screen.     xxXxx"	"It was hard for Ted to see the faint ahjuwda on the radar screen.     xxXxx"	"It was hard for Ted to see the faint urorcau on the radar screen.     xxXxx"	"It was hard for Ted to see the faint anuxwsa on the radar screen.     xxXxx"	37	0	"x"	"x"
1	5	97	0	0	0	"Yesterday evening it was so windy that my giant umbrella flipped inside out and broke.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	5	98	1	1	2	"The farm owner yelled at the tense shepherd who had lost all his sheep.     xxXxx"	"The farm owner yelled at the tense efaqfanb who had lost all his sheep.     xxXxx"	"The farm owner yelled at the tense atrytrel who had lost all his sheep.     xxXxx"	"The farm owner yelled at the tense unsenszc who had lost all his sheep.     xxXxx"	"The farm owner yelled at the tense acrzcrer who had lost all his sheep.     xxXxx"	35	2	"Why was the shepherd tense?"	"x"
1	5	99	0	1	1	"The secretary was upset that there was no clear category for the file she held.     xxXxx"	"The secretary was upset that there was no clear ocbapanj for the file she held.     xxXxx"	"The secretary was upset that there was no clear mwfrjvep for the file she held.     xxXxx"	"The secretary was upset that there was no clear ocxsoazv for the file she held.     xxXxx"	"The secretary was upset that there was no clear mwsruvea for the file she held.     xxXxx"	48	0	"x"	"x"
1	5	100	0	1	3	"The children enjoyed the large habitats because they could see the zebras run.     xxXxx"	"The children enjoyed the large fcdlbcbe because they could see the zebras run.     xxXxx"	"The children enjoyed the large twkhfwfa because they could see the zebras run.     xxXxx"	"The children enjoyed the large ncerxcxu because they could see the zebras run.     xxXxx"	"The children enjoyed the large cwvnswsa because they could see the zebras run.     xxXxx"	31	0	"x"	"x"
1	5	101	0	1	3	"David watched the queer plight of the ant as it ascended the water fountain.     xxXxx"	"David watched the queer qilpfb of the ant as it ascended the water fountain.     xxXxx"	"David watched the queer ydhjtf of the ant as it ascended the water fountain.     xxXxx"	"David watched the queer uaronx of the ant as it ascended the water fountain.     xxXxx"	"David watched the queer zsnucs of the ant as it ascended the water fountain.     xxXxx"	24	0	"x"	"x"
1	5	102	1	1	0	"Jeanne wished that the swift daylight had not faded so quickly while she painted.     xxXxx"	"Jeanne wished that the swift bcjilpfbhad not faded so quickly while she painted.     xxXxx"	"Jeanne wished that the swift lwpdhjtfhad not faded so quickly while she painted.     xxXxx"	"Jeanne wished that the swift ocvaronxhad not faded so quickly while she painted.     xxXxx"	"Jeanne wished that the swift rwasnucshad not faded so quickly while she painted.     xxXxx"	29	2	"Why did Jean whish the daylight had not faded so quickly?"	"x"
1	5	103	0	1	2	"Debbie lost her cell phone near the slimy sidewalk after she slipped and fell.     xxXxx"	"Debbie lost her cell phone near the slimy elbamcih after she slipped and fell.     xxXxx"	"Debbie lost her cell phone near the slimy ahlrcwdb after she slipped and fell.     xxXxx"	"Debbie lost her cell phone near the slimy urcsmcam after she slipped and fell.     xxXxx"	"Debbie lost her cell phone near the slimy anrvewsz after she slipped and fell.     xxXxx"	42	0	"x"	"x"
1	5	104	0	1	2	"The producer was pleased at the ample dialogue between the host and the guest.     xxXxx"	"The producer was pleased at the ample blciapva between the host and the guest.     xxXxx"	"The producer was pleased at the ample lhwdvjnr between the host and the guest.     xxXxx"	"The producer was pleased at the ample crcacovs between the host and the guest.     xxXxx"	"The producer was pleased at the ample rnwsvunr between the host and the guest.     xxXxx"	38	0	"x"	"x"
1	5	105	0	0	0	"After a few years the modern hospital ranked high among cancer centers nationwide.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	5	106	1	1	3	"Sometimes he tired of still painting women and their dogs to make extra money.     xxXxx"	"Sometimes he tired of still qclrblrp women and their dogs to make extra money.     xxXxx"	"Sometimes he tired of still ywhufhuj women and their dogs to make extra money.     xxXxx"	"Sometimes he tired of still ecrsxrro women and their dogs to make extra money.     xxXxx"	"Sometimes he tired of still zwnxsnxu women and their dogs to make extra money.     xxXxx"	28	2	"Why was he tired of painting women and dogs?"	"x"
1	6	107	0	0	0	"Young fathers often have little patience regarding their children’s misbehavior.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	108	0	0	0	"We could not solve the problem so an expert plumber stopped by to repair the pipes.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	109	0	0	0	"Deep in his finger was a piercing splinter derived from a panel of wood.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	110	1	0	0	"Stuck in the dog’s toes was a prickly granule piercing the soft pad of his foot.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	1	"x"	"Who had a granule piercing his foot?"
1	6	111	0	0	0	"Unfortunately the residual distrust ruined any chance of coming to an agreement.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	112	0	1	2	"Many of the passengers fainted during the humid voyage on the Amazon River tour.     xxXxx"	"Many of the passengers fainted during the humid uajcpa on the Amazon River tour.     xxXxx"	"Many of the passengers fainted during the humid svpxjr on the Amazon River tour.     xxXxx"	"Many of the passengers fainted during the humid uavcos on the Amazon River tour.     xxXxx"	"Many of the passengers fainted during the humid svawur on the Amazon River tour.     xxXxx"	48	0	"x"	"x"
1	6	113	0	0	0	"The scientists came up with a simple quotient resolving all doubts about their model.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	114	1	0	0	"At the theatre an amusing humorist swayed the bored audience to a roaring laughter.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	2	"Why was the audience swayed?"	"x"
1	6	115	0	1	2	"Julia had to find eight painters to serve as judges on the fine arts panel.     xxXxx"	"Julia had to find eight qclrbane to serve as judges on the fine arts panel.     xxXxx"	"Julia had to find eight ywhufrea to serve as judges on the fine arts panel.     xxXxx"	"Julia had to find eight ecrrxszu to serve as judges on the fine arts panel.     xxXxx"	"Julia had to find eight zwnxsrea to serve as judges on the fine arts panel.     xxXxx"	24	0	"x"	"x"
1	6	116	0	1	3	"The girl always put on her plain lipstick as it was all she could afford.     xxXxx"	"The girl always put on her plain ilqebloh as it was all she could afford.     xxXxx"	"The girl always put on her plain dhyafhmb as it was all she could afford.     xxXxx"	"The girl always put on her plain areuxrom as it was all she could afford.     xxXxx"	"The girl always put on her plain snzasnmz as it was all she could afford.     xxXxx"	33	0	"x"	"x"
1	6	117	0	0	0	"They became lost in the sprawling catacomb causing the need for a search party.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	118	1	0	0	"To most visitors the rundown petroleum station appeared to have been abandoned.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	2	"Why did the station appear abandoned?"	"x"
1	6	119	0	0	0	"The coworker’s deafening and boisterous laughter caused excessive chatter.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	120	0	0	0	"Tourists in China often buy the aromatic ginseng believed to have medicinal powers.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	121	0	0	0	"The giant squirming octopus wrestled the fisherman to the floor of the boat.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	122	1	1	0	"The roommates glared at each other as their toxic dispute erupted into a fistfight.     xxXxx"	"The roommates glared at each other as their toxic blcqvba erupted into a fistfight.     xxXxx"	"The roommates glared at each other as their toxic lhaynfr erupted into a fistfight.     xxXxx"	"The roommates glared at each other as their toxic cruevxs erupted into a fistfight.     xxXxx"	"The roommates glared at each other as their toxic rnaznsr erupted into a fistfight.     xxXxx"	50	1	"x"	"How did the fistfight start?"
1	6	123	0	1	3	"Justin was delighted that his fifth payment was the last owed to the bank.     xxXxx"	"Justin was delighted that his fifth qcjwarb was the last owed to the bank.     xxXxx"	"Justin was delighted that his fifth ywporuf was the last owed to the bank.     xxXxx"	"Justin was delighted that his fifth ecvwsrx was the last owed to the bank.     xxXxx"	"Justin was delighted that his fifth zwaorxs was the last owed to the bank.     xxXxx"	36	0	"x"	"x"
1	6	124	0	0	0	"The popular and peaceful manatee resides in the coastal waters off of Florida.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	125	0	0	0	"The studied habits of the comical penguin remain the focus of many documentaries.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	6	126	1	0	0	"The tactile code of delicate Braille allows blind individuals to read magazines.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	2	"Why is braille needed?"	"x"
1	7	127	0	1	1	"The squire hid behind the quiet knight as the king inspected the new recruits.     xxXxx"	"The squire hid behind the quiet hrlpfb as the king inspected the new recruits.     xxXxx"	"The squire hid behind the quiet buhjtf as the king inspected the new recruits.     xxXxx"	"The squire hid behind the quiet msronx as the king inspected the new recruits.     xxXxx"	"The squire hid behind the quiet zxnucs as the king inspected the new recruits.     xxXxx"	32	0	"x"	"x"
1	7	128	0	1	4	"Rick's voice broke as he shouted his rough poetry to the girl on the high balcony.     xxXxx"	"Rick's voice broke as he shouted his rough qaabnj to the girl on the high balcony.     xxXxx"	"Rick's voice broke as he shouted his rough yvrfep to the girl on the high balcony.     xxXxx"	"Rick's voice broke as he shouted his rough uasxzv to the girl on the high balcony.     xxXxx"	"Rick's voice broke as he shouted his rough zvrsea to the girl on the high balcony.     xxXxx"	43	0	"x"	"x"
1	7	129	0	1	3	"The nature of the funny gravity on the ship amused the newest astronauts.     xxXxx"	"The nature of the funny pnculbj on the ship amused the newest astronauts.     xxXxx"	"The nature of the funny jcwshfp on the ship amused the newest astronauts.     xxXxx"	"The nature of the funny ozcurxv on the ship amused the newest astronauts.     xxXxx"	"The nature of the funny uewsnsa on the ship amused the newest astronauts.     xxXxx"	24	0	"x"	"x"
1	7	130	1	1	4	"The guide was frustrated by the moody climbers who were moping behind him.     xxXxx"	"The guide was frustrated by the moody stlwdane who were moping behind him.     xxXxx"	"The guide was frustrated by the moody mdhokrea who were moping behind him.     xxXxx"	"The guide was frustrated by the moody szrweszu who were moping behind him.     xxXxx"	"The guide was frustrated by the moody msnovrea who were moping behind him.     xxXxx"	38	2	"Why was the guide frustrated?"	"x"
1	7	131	0	0	0	"The new curtains had the smoothest texture anyone in the team had ever felt before.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	7	132	0	1	4	"Burt often thought about the sorry reality of living under a bridge.     xxXxx"	"Burt often thought about the sorry nacilbj of living under a bridge.     xxXxx"	"Burt often thought about the sorry erwdhfp of living under a bridge.     xxXxx"	"Burt often thought about the sorry zscarxv of living under a bridge.     xxXxx"	"Burt often thought about the sorry erwsnsa of living under a bridge.     xxXxx"	35	0	"x"	"x"
1	7	133	0	0	0	"The opposite of the negative cathode would be the positively charged anode.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	7	134	1	1	2	"Sometimes Sheila felt she would need extra storage for all her collectibles.     xxXxx"	"Sometimes Sheila felt she would need extra ebancpa for all her collectibles.     xxXxx"	"Sometimes Sheila felt she would need extra afvewjr for all her collectibles.     xxXxx"	"Sometimes Sheila felt she would need extra uxazcos for all her collectibles.     xxXxx"	"Sometimes Sheila felt she would need extra asvewur for all her collectibles.     xxXxx"	43	1	"x"	"What did Sheila need to store?"
1	7	135	0	1	4	"Beatrice clutched the grimy blankets to her chest as she cowered in the alley.     xxXxx"	"Beatrice clutched the grimy dicrhabe to her chest as she cowered in the alley.     xxXxx"	"Beatrice clutched the grimy kdwubrfa to her chest as she cowered in the alley.     xxXxx"	"Beatrice clutched the grimy eacrmsxu to her chest as she cowered in the alley.     xxXxx"	"Beatrice clutched the grimy vswxzrsa to her chest as she cowered in the alley.     xxXxx"	28	0	"x"	"x"
1	7	136	0	0	0	"The young boy was given strong morphine against the intense pain from his bad injuries.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	7	137	0	0	0	"They had a garden salad made of mild pimento ripened with sweet olives and vinegar.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	7	138	1	0	0	"The sound of clashing thunder alarmed all the boaters to return to the shores.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	1	"x"	"Who was alarmed by the thunder?"
1	7	139	0	0	0	"Working with a textured ceiling could severely reduce your painting options.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	7	140	0	1	1	"The new museum curator made sure the dusty portrait was cleaned immediately.     xxXxx"	"The new museum curator made sure the dusty qanbnclb was cleaned immediately.     xxXxx"	"The new museum curator made sure the dusty yvefewhf was cleaned immediately.     xxXxx"	"The new museum curator made sure the dusty uazxzcrx was cleaned immediately.     xxXxx"	"The new museum curator made sure the dusty zvesewns was cleaned immediately.     xxXxx"	43	0	"x"	"x"
1	7	141	0	1	4	"Olivia questioned the weird therapy her doctor suggested at the beauty parlor.     xxXxx"	"Olivia questioned the weird bfancqj her doctor suggested at the beauty parlor.     xxXxx"	"Olivia questioned the weird ftrewyp her doctor suggested at the beauty parlor.     xxXxx"	"Olivia questioned the weird xnszcev her doctor suggested at the beauty parlor.     xxXxx"	"Olivia questioned the weird scvewza her doctor suggested at the beauty parlor.     xxXxx"	28	0	"x"	"x"
1	7	142	1	0	0	"A chef’s set of expensive cutlery should be able to carve a turkey with ease.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	1	"x"	"What can be used to carve the turkey with ease?"
1	7	143	0	1	0	"The police set up the bogus exchange to soothe the criminals they hoped to catch.     xxXxx"	"The police set up the bogus avofcrpa to soothe the criminals they hoped to catch.     xxXxx"	"The police set up the bogus rnmtwujr to soothe the criminals they hoped to catch.     xxXxx"	"The police set up the bogus szoncros to soothe the criminals they hoped to catch.     xxXxx"	"The police set up the bogus rnmcwxur to soothe the criminals they hoped to catch.     xxXxx"	28	0	"x"	"x"
1	7	144	0	1	1	"Old Joe wondered if his fluid capacity would decline drastically with age.     xxXxx"	"Old Joe wondered if his fluid ocqcolbj would decline drastically with age.     xxXxx"	"Old Joe wondered if his fluid mwywmhfp would decline drastically with age.     xxXxx"	"Old Joe wondered if his fluid ocecorxv would decline drastically with age.     xxXxx"	"Old Joe wondered if his fluid mwzwmnsa would decline drastically with age.     xxXxx"	30	0	"x"	"x"
1	7	145	0	1	4	"The newspaper portrayed the new laws as the worst policies of all time.     xxXxx"	"The newspaper portrayed the new laws as the worst qailolae of all time.     xxXxx"	"The newspaper portrayed the new laws as the worst yvdhmhra of all time.     xxXxx"	"The newspaper portrayed the new laws as the worst ucarorsu of all time.     xxXxx"	"The newspaper portrayed the new laws as the worst zvsnmnra of all time.     xxXxx"	50	0	"x"	"x"
1	7	146	1	0	0	"The woman arrived late and rushed to the airplane terminal before her flight left.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	2	"Why was the woman rushing?"	"x"
1	8	147	0	1	1	"The ninja crouched near the misty vicinity of the evil Lord's well defended castle.     xxXxx"	"The ninja crouched near the misty ulolrlbj of the evil Lord's well defended castle.     xxXxx"	"The ninja crouched near the misty shmhuhfp of the evil Lord's well defended castle.     xxXxx"	"The ninja crouched near the misty urorerxv of the evil Lord's well defended castle.     xxXxx"	"The ninja crouched near the misty snmnxnsa of the evil Lord's well defended castle.     xxXxx"	34	0	"x"	"x"
1	8	148	0	0	0	"The trio sang a beautiful harmony silencing the rowdy audience to a soft murmur.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	8	149	0	0	0	"It should be known that spreading gangrene paralyzes people when left untreated.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	8	150	1	1	3	"The class read eagerly about the pagan witches featured in the classic play.     xxXxx"	"The class read eagerly about the pagan mlbofae featured in the classic play.     xxXxx"	"The class read eagerly about the pagan chfmtra featured in the classic play.     xxXxx"	"The class read eagerly about the pagan mrxonsu featured in the classic play.     xxXxx"	"The class read eagerly about the pagan ensmcra featured in the classic play.     xxXxx"	39	1	"x"	"How did the class react to the witches in the play?"
1	8	151	0	1	3	"The spy decided to wear his newer disguise to foil his old nemesis.     xxXxx"	"The spy decided to wear his newer blcpvlea to foil his old nemesis.     xxXxx"	"The spy decided to wear his newer lhajnhar to foil his old nemesis.     xxXxx"	"The spy decided to wear his newer crcovrus to foil his old nemesis.     xxXxx"	"The spy decided to wear his newer rnaurnar to foil his old nemesis.     xxXxx"	34	0	"x"	"x"
1	8	152	0	1	3	"Alex was running out of ideal phrases for his creative writing assignment.     xxXxx"	"Alex was running out of ideal qfnceae for his creative writing assignment.     xxXxx"	"Alex was running out of ideal ytcxara for his creative writing assignment.     xxXxx"	"Alex was running out of ideal enzcusu for his creative writing assignment.     xxXxx"	"Alex was running out of ideal zcewara for his creative writing assignment.     xxXxx"	30	0	"x"	"x"
1	8	153	0	1	2	"The criminal did not know the exact penalty for his recent crime.     xxXxx"	"The criminal did not know the exact qarcibj for his recent crime.     xxXxx"	"The criminal did not know the exact yruxdfp for his recent crime.     xxXxx"	"The criminal did not know the exact esrcaxv for his recent crime.     xxXxx"	"The criminal did not know the exact zrxwmsa for his recent crime.     xxXxx"	36	0	"x"	"x"
1	8	154	1	0	0	"The team's heartfelt sympathy towards the trainer led to outrage when he was fired.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	2	"Why did the team feal sympathy for the trainer?"	"x"
1	8	155	0	1	2	"The seamstress marked the silky strand hanging from the hemline of the new dress.     xxXxx"	"The seamstress marked the silky ebncrb hanging from the hemline of the new dress.     xxXxx"	"The seamstress marked the silky afexul hanging from the hemline of the new dress.     xxXxx"	"The seamstress marked the silky uxzcrc hanging from the hemline of the new dress.     xxXxx"	"The seamstress marked the silky asewxr hanging from the hemline of the new dress.     xxXxx"	32	0	"x"	"x"
1	8	156	0	1	2	"The little boy dreamed of a magic bicycle that he could ride to the moon.     xxXxx"	"The little boy dreamed of a magic dlojoia that he could ride to the moon.     xxXxx"	"The little boy dreamed of a magic khmpmdr that he could ride to the moon.     xxXxx"	"The little boy dreamed of a magic erovoas that he could ride to the moon.     xxXxx"	"The little boy dreamed of a magic vnmamsr that he could ride to the moon.     xxXxx"	34	0	"x"	"x"
1	8	157	0	1	4	"The man closed his eyes to avoid the seedy ecstasy the street women offered.     xxXxx"	"The man closed his eyes to avoid the seedy aoebcoj the street women offered.     xxXxx"	"The man closed his eyes to avoid the seedy rmafwmp the street women offered.     xxXxx"	"The man closed his eyes to avoid the seedy oscxcov the street women offered.     xxXxx"	"The man closed his eyes to avoid the seedy rmaswma the street women offered.     xxXxx"	43	0	"x"	"x"
1	8	158	1	0	0	"The deserted beach was a blissful paradise surrounded only by the peaceful nature.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	1	"x"	"What was the beach surrounded by?"
1	8	159	0	0	0	"At the zoo the beautiful peacock strutted back and forth many while people watched.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	8	160	0	0	0	"Deaf children are learning a specific language using hand gestures called signing.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	8	161	0	0	0	"In high school Alex practiced on his massive trombone learning new tunes everyday.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	0	"x"	"x"
1	8	162	1	0	0	"During the storm Pat found secure shelter beneath the awning of the gas station.     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	"x     xxXxx"	0	1	"x"	"Where did Pat find shelter?"
1	8	163	0	1	2	"I was able to get a nicer pastry at the bakery on Fifth Street.     xxXxx"	"I was able to get a nicer qcebnj at the bakery on Fifth Street.     xxXxx"	"I was able to get a nicer ywafep at the bakery on Fifth Street.     xxXxx"	"I was able to get a nicer ecuxzv at the bakery on Fifth Street.     xxXxx"	"I was able to get a nicer zwasca at the bakery on Fifth Street.     xxXxx"	26	0	"x"	"x"
1	8	164	0	1	0	"The grill had several enticing fresh strips of meat sizzling on it.     xxXxx"	"The grill had several enticing fresh ebnlqe of meat sizzling on it.     xxXxx"	"The grill had several enticing fresh afehya of meat sizzling on it.     xxXxx"	"The grill had several enticing fresh uxzreu of meat sizzling on it.     xxXxx"	"The grill had several enticing fresh ascnza of meat sizzling on it.     xxXxx"	37	0	"x"	"x"
1	8	165	0	1	0	"Wendy had difficulty interpreting the vivid symbols on the ancient Mayan ruin.     xxXxx"	"Wendy had difficulty interpreting the vivid ejwdaie on the ancient Mayan ruin.     xxXxx"	"Wendy had difficulty interpreting the vivid apokvda on the ancient Mayan ruin.     xxXxx"	"Wendy had difficulty interpreting the vivid uvwecau on the ancient Mayan ruin.     xxXxx"	"Wendy had difficulty interpreting the vivid vaowvsa on the ancient Mayan ruin.     xxXxx"	44	0	"x"	"x"
1	8	166	0	1	0	"Students of chess are advised to capture the swift bishop in order to win matches.     xxXxx"	"Students of chess are advised to capture the swift dlefaq in order to win matches.     xxXxx"	"Students of chess are advised to capture the swift khatvy in order to win matches.     xxXxx"	"Students of chess are advised to capture the swift ervnce in order to win matches.     xxXxx"	"Students of chess are advised to capture the swift vnacvz in order to win matches.     xxXxx"	51	2	"Why should one capture the bishop in chess?"	"x"
