"Date","Percentage_smarter_than","Group_work.","Group_interactions","Who_is_smarter.","How_do_you_know_who_is_smarter.","uvid","courseID","courseName","instructor_last_name","major_description","gender2"
"2019-01-24",NA,1,2,1,"I believe both of us are capable to be the same level of intelligence but because of my experience and how I view our current concepts and level of deduction, I would have an advantage. I was also there the first two times as the other was not and received the knowledge first hand.",10878871,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","M"
"2019-01-24",NA,1,2,2,"I know grades aren't everything, but I am a solid A-B+ student and he is a guy who flies through A's easily and seems to have a mental break down over an A-. He figures things out a lot faster than me and when it comes to homework I need to ask him questions much more often than he needs to ask me.",10801926,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Business Management","F"
"2019-01-24",NA,1,2,2,"She tends to catch on quicker, and usually is able to reiterate the material back to me in a way I can understand better. She also tends to get the in class questions correct more than me.",10796756,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","English","F"
"2019-01-25",NA,1,2,2,"She is tends to get the correct answer more often then me.  Also, she helped me improve my study and note taking abilities by giving me ideas I never thought of.",10811504,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Forensic Science","F"
"2019-01-25",NA,1,2,2,"he is good at understanding the material quickly",10722894,476742,"BIOL-1610-005 | Spring 2019","Wagner","Exercise Sci and Outdoor Rec","F"
"2019-01-25",NA,1,2,2,"During the multiple choice questions I've noticed how Alec is fast at answering the question. With that said he has answered them all correctly. I can tell that he quickly understands on what is being asked. ",10750065,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Behavioral Science","F"
"2019-01-25",NA,1,2,2,"I feel like she gets the material a little better than I do.",10660097,476742,"BIOL-1610-005 | Spring 2019","Wagner","Botany","F"
"2019-01-25",NA,1,3,2,"I meant to type Daniel (not 100% that is his name). When we do worksheets together he seems to have a lot of the answers off the top of his head more so than me. ",10572203,476742,"BIOL-1610-005 | Spring 2019","Wagner","Biotechnology","F"
"2019-01-25",NA,1,2,2,"I believe she is because she works very hard but it comes naturally to her. For me I have to work hard to even understand one concept and she is always helping me.",10858559,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","University Studies","F"
"2019-01-25",NA,1,3,2,"She understands the concepts better for the most part. If I'm struggling she helps me and if she's struggling I help her. ",10732641,476742,"BIOL-1610-005 | Spring 2019","Wagner","Psychology","F"
"2019-01-25",NA,1,3,2,"I think it is just the power dynamic. I think that because she talks more that means she knows more. ",10872513,472651,"BIOL-1610-001 | Spring 2019","Wagner","Exercise Sci and Outdoor Rec","M"
"2019-01-25",NA,1,2,1,"Honestly I don't think either of us is ""smarter"" but the answering options made me choose one or the other. I think we just have different ways of thinking and learning. There's not one of us that is ""smarter""  than the other.",10880961,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Aviation Science","M"
"2019-01-25",NA,1,3,2,"He knows the answers.",10775871,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Finance","M"
"2019-01-25",NA,1,2,2,"Because she takes more time to think things through. And how she breaks down each of the answers for the most correct one. Able to get more correct answers than me.",10799928,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","F"
"2019-01-26",NA,1,2,2,"She seems to know the answer quicker and understands the core we are going over. She participates and tends to know what she is doing or what is the correct answer or way to do certain things. ",10880913,476742,"BIOL-1610-005 | Spring 2019","Wagner","Pre-Professional","F"
"2019-01-26",NA,1,1,2,"Though he might not receive better grade than I do, he seems to comprehend course material faster than I do. ",10831748,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","University Studies","M"
"2019-01-26",NA,1,3,2,"She knows the answers, I do not. ",10734219,476742,"BIOL-1610-005 | Spring 2019","Wagner","Pre-Professional","F"
"2019-01-26",NA,1,2,2,"I would say Lucas because I feel like he is helping me understand the class subjects when I don't fully understand them. ",10745354,472651,"BIOL-1610-001 | Spring 2019","Wagner","Chemistry","M"
"2019-01-26",NA,1,2,2,"To be honest, I don't feel that either of us is the smarter of the two. I think we both learn from each other and conclude with the same aptitude for whatever we are discussing.",10872962,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Elementary Education","F"
"2019-01-26",NA,1,1,2,"I feel that we're pretty close to being the same on level of being smart, but I feel that he is a little smarter than me. He seems to catch on things slightly faster than me.",10874591,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","M"
"2019-01-26",NA,1,2,2,"I don’t know if he is really smarter then me, but I feel that we have different knowledge. So in one subject I feel I may have a better understanding but in another one he does. That is why we work together. So we can help each other. ",10742787,472651,"BIOL-1610-001 | Spring 2019","Wagner","Pre-Professional","F"
"2019-01-26",NA,1,2,1,"I think on the last subject that we talked about I had a better understanding then Lucas did. I do not think that I am smarter then him. I just think we understand things differently. And that is why we work together to help each other understand. ",10742787,472651,"BIOL-1610-001 | Spring 2019","Wagner","Pre-Professional","F"
"2019-01-26",NA,1,2,1,"I seem to grasp concepts just a little faster, but we are both pretty similar.",10844926,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","University Studies","F"
"2019-01-27",NA,1,1,2,"I determined that Seth was smarter, because he knew the answer to the questions that I was confused on. As well as a detailed explanation of why it's that answer.",10865186,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","M"
"2019-01-27",NA,1,1,1,"When I work on the concepts with her, I tend to get them quicker. She is pretty smart and gets them pretty soon after, but I get them a little quicker. ",10696900,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","University Studies","M"
"2019-01-27",NA,1,2,1,"I often find myself helping her in class instead of the other way around. I often have a greater grasp on the material.",10841920,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","F"
"2019-01-27",NA,1,2,1,"I feel I am smarter as I am retaking this course so I have knowledge coming into it.",10805977,472651,"BIOL-1610-001 | Spring 2019","Wagner","University Studies","F"
"2019-01-27",NA,1,2,2,"I think she's taken a class similar to this so she has prior knowledge but this is my first time taking it so I'm not as familiar with the material. ",10813041,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","University Studies","F"
"2019-01-27",NA,1,2,1,"Chandler is really good at conceptually grasping the concepts and is good at helping me grasp it as well.",10782750,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","University Studies","M"
"2019-01-27",NA,1,2,2,"When multiple choice questions are presented in class Emma can guess very quickly and get the correct answer. I have to think about it and go through the process of elimination to get the correct answer.",10850718,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","University Studies","F"
"2019-01-27",NA,1,1,1,"I have a little bit more basic knowledge of astronomy then him. Sometimes he'll ask me if he got the answer right when we use the cards. ",10807633,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Digital Cinema","F"
"2019-01-27",NA,1,2,2,"Nah honestly I consider myself smarter, this is just one of my first biology classes and he is graduating after this semester and so he is more knowledgeable pertaining to biology and the material, but I consider myself very smart.",10695688,476742,"BIOL-1610-005 | Spring 2019","Wagner","Chemistry","M"
"2019-01-27",NA,1,2,1,"I don't feel like I am smarter than him, nor him than me. Neither was not an option.",10824450,472672,"BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-27",NA,1,2,2,"He was able to explain his answers better.",10803880,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Business Management","M"
"2019-01-27",NA,1,2,2,"I feel Natalie is smarter, because she does have better comments durring class than i do ",10803935,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","F"
"2019-01-27",NA,1,2,2,"I know Armando well, I know that he works hard at school. He is gifted and willing to work harder than most people.",10812575,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Business Management","M"
"2019-01-27",NA,1,2,2,"I have done many school activities outside of this class with Kaylei. She also seems to understand this subject more than me. ",10851334,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","F"
"2019-01-27",NA,1,2,1,"I feel as if I usually try to explain more things.  I think we both are pretty smart, but I might understand things a little quicker. ",10800806,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Finance","M"
"2019-01-27",NA,1,2,2,"",10790322,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","Psychology","F"
"2019-01-27",NA,1,2,2,"He can explain the concepts better. I do feel like we are around the same smartness though. He can just explain better than I can.",10803631,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","F"
"2019-01-27",NA,1,2,1,"I feel like I understand astronomy a little bit better than him, but don't get me wrong, he outsmarts me in a lot more subjects outside of astronomy.",10800370,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","M"
"2019-01-27",NA,1,2,2,"I feel as if she has most things figured out. She is genuinely just a smart person and I trust her answers but I believe we both bring different insights to each other. ",10837318,477338,"ASTR-1040-151-V32-Jensen-SPRING 2019 XLIST | ","Jensen","High School Concurrent Enroll","F"
"2019-01-28",NA,1,1,1,"Solely based on my knowledge and background in relation to the class material.  I would say we have a similar level of aptitude and will perform about the same in the class.",10650241,471505,"PSY-3450-001 | Spring 2019","Jorgensen","Psychology","M"
"2019-01-28",NA,1,2,1,"I only say I am smarter due to the fact I have taken more zoology courses than her prior to taking this one. She is very intelligent and contributes much to our group discussions in class.",10763897,472734,"ZOOL-3200-001 | Spring 2019","Dunn","Biology Education","F"
"2019-01-28",NA,1,3,1,"Simply because I am 30 plus years older than he is and have more life experience. Isaiah is very smart though.",10008140,471505,"PSY-3450-001 | Spring 2019","Jorgensen","Psychology","M"
"2019-01-28",NA,1,2,1,"She gets things wrong more than I do and it takes her longer to figure it out",10737864,471505,"PSY-3450-001 | Spring 2019","Jorgensen","Psychology","F"
"2019-01-28",NA,1,2,1,"I have taken the intro to Biology class at UVU already and she has not so I feel as though it is easier for me to understand the material because I have that small background where she does not.",10823894,476742,"BIOL-1610-005 | Spring 2019","Wagner","Exercise Sci and Outdoor Rec","M"
"2019-01-28",NA,1,2,1,"I feel I've had more experience with biology related classes which has helped, but I don't necessarily think that I am smarter than her. ",10845188,476742,"BIOL-1610-005 | Spring 2019","Wagner","Physics","M"
"2019-01-28",NA,1,2,1,"When asking questions, I usually understand what the teacher tells us better. Then I explain to him what we should do. However, I feel he remembers things he's studied better than I do and can appear to be more prepared for the class.",10725738,472651,"BIOL-1610-001 | Spring 2019","Wagner","Pre-Professional","M"
"2019-01-28",NA,1,2,2,"He took Intro to Biology (BIOL-1010) and my advisors said that only BIOL-1610 is required for my major, so taking Intro to Biology would be helpful, but ultimately a waste of time and money. Because I didn't take Intro to Biology, this is the first biology class I've taken since the 10th grade. I feel as though I am a step behind everybody because I don't grasp the concepts as fast, or at all in some situations, especially compared to Tyson Tate. ",10822615,476742,"BIOL-1610-005 | Spring 2019","Wagner","Pre-Professional","F"
"2019-01-28",NA,1,2,2,"He just seems to have a deeper knowledge of the subject and more previous experience with it. Also overall he just seems like he enjoys learning and school more than i do.",10633839,472672,"BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-28",NA,1,2,2,"Madison seems to have grasped the concepts in each chapter than I have. Even though we both help each other, I seem to need more help than she.",10822420,476742,"BIOL-1610-005 | Spring 2019","Wagner","Pre-Professional","F"
"2019-01-28",NA,1,2,2,"Since the term has just started and we haven't had our first test yet it's hard to say. But she does a really good job at taking knows are remembering definitions. She also asks really good questions. ",10734169,476742,"BIOL-1610-005 | Spring 2019","Wagner","Pre-Professional","M"
"2019-01-28",NA,1,2,2,"I think all three of us has helped the others understand certain concepts better, However overall they are both in their last semester to graduating and have taken more courses so I suppose I'd give them the intelligence edge.",10606774,471505,"PSY-3450-001 | Spring 2019","Jorgensen","Psychology","F"
"2019-01-28",NA,1,2,1,"I don't know. I have a high opinion of my intellectual ability I guess. But more seriously, I think sometimes he sounds really sure of his knowledge in a way that doesn't inspire confidence in me, and I just tend to be a little bias towards a little more humility in people's thought processes (a la Dunning-Kruger effect).",10776276,472673,"BIOL-3700-002 | Spring 2019","Dunn","Psychology","M"
"2019-01-29",NA,1,3,2,"When doing group work he leads us in the answers. I help, but for the most part I trust his judgment more.",10629206,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-29",NA,1,1,1,"I don't know if smarter is the right word -- I selected myself because I feel I am generally more confident with course material than she is.",10608378,474968,"BIOL-3500-601 | Spring 2019","Domyan","Non-Degree Seeking","F"
"2019-01-29",NA,1,2,2,"I do not think that one of us is smarter than the other however, I had to choose a person, so I chose him.",10497241,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","F"
"2019-01-29",NA,1,2,1,"I overall think that we both have a lot of valuable opinions to bring to group work. I might have more experience in genetics. ",10761520,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biotechnology","F"
"2019-01-29",NA,1,2,2,"I feel we are all on even ground, it is early in the semester to really know who is smarter
Also her name is Natalya, I accidentally typed the wrong name.  ",10719775,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biotechnology","M"
"2019-01-29",NA,1,2,2,"Honestly we have been equal throughout the class so far and we have been on the same page but there was one concept i was unsure on and he broke it down and explained it to me",10621248,472670,"BIOL-3500-001 | Spring 2019","Domyan","Personal Interest","M"
"2019-01-29",NA,1,2,2,"I feel like we are pretty equal but she doesn't have as many classes as I do so I just don't have the time to give my full 100% effort all of the time like she does. She always comes to class with all the right answers whereas I come to class only somewhat prepared.",10852955,472670,"BIOL-3500-001 | Spring 2019","Domyan","University Studies","F"
"2019-01-29",NA,1,2,2,"Takes his time to careuflly evaluate the problem studying the information given before jumping into trying to solve it. He is precise in his calculations as i tend too round more. ",10806904,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-29",NA,1,3,2,"She always knows the answers to questions and always seems ready for class. She already seems to know the information being taught.",10847399,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biotechnology","F"
"2019-01-29",NA,1,2,2,"He seems to understand more quickly then me. For example i will have to read something a few times before i understand it and he is already moved on to the next question.",10849727,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","M"
"2019-01-29",NA,1,1,1,"I guess the question is smarter at what? I feel that I have been able to grasp the concepts of genetics just as good as her but a little faster. Hard to tell who is smarter.",10853746,474968,"BIOL-3500-601 | Spring 2019","Domyan","Nursing","M"
"2019-01-29",NA,1,1,1,"I have a better background in genetics than she does. I also tutor biology so it comes easier to me because I am able to review during tutoring.",10781115,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","F"
"2019-01-29",NA,1,3,2,"She has a stronger base knowledge coming into the class. I also have been a little bit behind in my readings during lectures. I don't necessarily feel that she's smarter, I just think I'm a little bit behind. ",10847038,476742,"BIOL-1610-005 | Spring 2019","Wagner","Exercise Sci and Outdoor Rec","F"
"2019-01-29",NA,1,2,1,"I have worked with Clayton in many classes and he has an incredible ability for recall, but he is not as good at applying concepts of genetics as I am. I think we are both very closely matched but we excel in different areas.",10640235,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biotechnology","M"
"2019-01-29",NA,1,2,2,"I honestly don't feel like I have the base knowledge that Mckenna has about genetics and therefore feel behind from that aspect. There is no way to really determine if that is true or not though so it is biased on speculation. She seems to comprehend things easier in class.",10724609,472670,"BIOL-3500-001 | Spring 2019","Domyan","Exercise Sci and Outdoor Rec","M"
"2019-01-29",NA,1,2,2,"He has a better understanding of the concepts.  He is able to work through the problems better.",10453769,472651,"BIOL-1610-001 | Spring 2019","Wagner","Pre-Professional","F"
"2019-01-29",NA,1,2,2,"Hollan is very knowledgable when it comes to our course. She seems to grasp the information where as I seem to struggle to do that.",10836267,471505,"PSY-3450-001 | Spring 2019","Jorgensen","Psychology","F"
"2019-01-29",NA,1,2,2,"They know all the information more in-depth it seems. They are also more experienced in school and with the subject. ",10695670,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-29",NA,1,2,1,"I don't necessarily think one of us is smarter but I feel like I understand things faster. So I find myself explaining concepts to him at times. That is why I said I think I am ""smarter"".",10642415,474968,"BIOL-3500-601 | Spring 2019","Domyan","Chemistry","F"
"2019-01-29",NA,1,2,2,"She has an extensive background with working in research and has taken the this course before. She is more familiar with the course content. I took a LOA during fall 2018 so adjusting to course material was a process in its own. ",10809114,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biotechnology","M"
"2019-01-29",NA,1,3,1,"Through doing group work I am coming more prepared to class and understanding the concepts better. I think they are also smart I am just coming more prepared.",10683440,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-29",NA,1,2,2,"Brooklyn is naturally smarter and needs to take a lot less time studying to get As or the same grade as I do.  We have taken a lot of classes together and she would study 1 hour a week for organic chemistry and I would study 15 hours and I felt we had about the same understanding.",10737108,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","F"
"2019-01-29",NA,1,1,2,"She knows more details about the subject, as to where I only seem to remember the 'surface' of what we are covering. If I don't understand something, she usually can tell me and explain it to me",10736246,476742,"BIOL-1610-005 | Spring 2019","Wagner","Forensic Science","F"
"2019-01-29",NA,1,2,2,"I actually don't believe either is necessarily ""smarter"", just have different strengths and intelligence manifests itself differently. I take a lot of time to thoroughly prepare the necessary material, while he is able to grasp material more spontaneously and keep pace. ",10819784,474968,"BIOL-3500-601 | Spring 2019","Domyan","Botany","F"
"2019-01-29",NA,1,3,2,"I don't necessarily think one or the other is smarter but if I had to pick one I'd choose her because she is further along in school than I am.",10778072,474968,"BIOL-3500-601 | Spring 2019","Domyan","Exercise Sci and Outdoor Rec","M"
"2019-01-29",NA,1,1,2,"I wouldn’t say he is necessarily smarter, but he has more experience in science courses. And he has a better habit of studying. ",10763127,472651,"BIOL-1610-001 | Spring 2019","Wagner","Biology","M"
"2019-01-29",NA,1,2,2,"I think he has studied more, I know that he is older than me. He is already graduated with a degree in communications and is looking for more. ",10734969,476742,"BIOL-1610-005 | Spring 2019","Wagner","Exercise Sci and Outdoor Rec","M"
"2019-01-29",NA,1,2,2,"Before this question was asked I honestly hadn't even considered whether Natalie was smarter than me.  I think that we're both at about the same level.",10733470,472651,"BIOL-1610-001 | Spring 2019","Wagner","Computer Science","M"
"2019-01-29",NA,1,2,2,"When seeing something new to him, he is somehow able to better grasp topics a lot quicker than I am. It takes me a lot longer to process through things!",10685252,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","M"
"2019-01-29",NA,1,2,2,"Danna she seemed to know more about the subject than I did and knew more answers than I did,",10871013,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-30",NA,1,2,2,"She understands the material and helps me to have a better understanding of the material.",10793386,475074,"CHEM-1010-003 | Spring 2019","Rocks","Biology","F"
"2019-01-30",NA,1,2,2,"I think the ease that person had of explaining and working out problems. I felt behind as we worked through problems together. ",10741776,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-30",NA,1,2,2,"There wasn't an option for both. I don't think either one of us is smarter than the other. Who is smarter is a complex question that can't be answered so simply.",10768523,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","F"
"2019-01-30",NA,1,2,2,"I determined the kid next to me was solely based on the fact that I am usually asking him for help or for help to better understand something.",10794827,475074,"CHEM-1010-003 | Spring 2019","Rocks","Criminal Justice","F"
"2019-01-30",NA,1,1,1,"Concepts that we discuss together, she asks me questions that I already understand and that I see as basic to the material which she seems to struggle with. She doesn't answer as many questions as I do from our professor regarding what we're learning. ",10762145,475037,"PSY-3450-002 | Spring 2019","Jorgensen","Psychology","F"
"2019-01-30",NA,1,2,2,"He points out the areas that I am wrong and it seems to click better for him. He is better at retaining information. Even though we both critically think he seems to find where I went wrong. ",10719313,472670,"BIOL-3500-001 | Spring 2019","Domyan","Chemistry","M"
"2019-01-30",NA,1,2,2,"Spencer has better reading comprehension, which gives him a big boost in intellect. I've really leaned on him because of this.",10550450,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","M"
"2019-01-30",NA,1,3,2,"She seems to know the answers to the questions more than I do during discussions. Also, I ask her questions if I don't understand, but she never asks me anything",10745629,475037,"PSY-3450-002 | Spring 2019","Jorgensen","Psychology","F"
"2019-01-30",NA,1,2,2,"I honestly think we are about the same. Some days I feel like I do better especially when we do math but she is really good at understanding concepts and definitions. ",10845866,475074,"CHEM-1010-003 | Spring 2019","Rocks","Pre-Professional","F"
"2019-01-30",NA,1,2,1,"I feel like we are both equally as smart. I may have prepared a bit more. ",10652275,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology Education","M"
"2019-01-30",NA,1,2,1,"I cannot remember his name, maybe James? But he doesn't understand what we are working on and asks for help a lot. Or he'll come up with a different answer than me and then when we go over the answers as a class I end up having the correct answers. ",10805702,475074,"CHEM-1010-003 | Spring 2019","Rocks","Exercise Sci and Outdoor Rec","F"
"2019-01-30",NA,1,2,2,"She puts in more time to studying. And that shows when she is completely prepared, or  at the very least more prepared than I am, when class time starts.",10667664,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","M"
"2019-01-30",NA,1,2,2,"I tend to work with one group in this class.  I think the people in my group really know what they are talking about and are great at explaining how things happen. ",10750392,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","F"
"2019-01-30",NA,1,2,2,"Well, I wouldn't say smarter. But the last assignment we did he was faster at converting units. So he is better at math than I am.",10591707,475074,"CHEM-1010-003 | Spring 2019","Rocks","University Studies","F"
"2019-01-30",NA,1,2,2,"Aly is much more experienced in our major than I am.  She is currently working on multiple research projects and has a phenomenal understanding of botanical science.",10782406,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-30",NA,1,2,1,"I think I come out smarter because I get a different view point of the subject. Some topics are usually clarified when we talk about them more and each of us gives our interpretations.",10672665,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","F"
"2019-01-31",NA,1,2,2,"Hayden likely puts more time into study. He also has better knowledge of material.",10882882,472734,"ZOOL-3200-001 | Spring 2019","Dunn","Biology Education","M"
"2019-01-31",NA,1,1,1,"I have scored higher in tests so far (that I am aware of). I put more time in study of material.",10882882,472734,"ZOOL-3200-001 | Spring 2019","Dunn","Biology Education","M"
"2019-01-31",NA,1,2,1,"It is difficult to answer because she is smarter in certain areas and I am smarter in others. ",10672128,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-31",NA,1,2,2,"I am still learning about chemistry and she has gained more knowledge than I have in the past. I have noticed that she memorizes the concepts easier than I can as well. ",10844648,475074,"CHEM-1010-003 | Spring 2019","Rocks","Marketing","F"
"2019-01-31",NA,1,2,2,"Jase probably is getting better on his tests.  He understands better than me. ",10558156,472700,"MICR-2060-002 | Spring 2019","Beucher","Biology","F"
"2019-01-31",NA,1,1,1,"It depends on the material. Some topics are easier to understand than others. Whoever is getting the answers right or is understanding seems to be the smartest. ",10696816,472700,"MICR-2060-002 | Spring 2019","Beucher","Pre-Professional","M"
"2019-01-31",NA,1,2,2,"She understood the material better than I did, and was able to answer the questions quickly. That was really all I used to decide that.",10872215,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","F"
"2019-01-31",NA,1,2,2,"I never assume that I am smarter than anyone, however, I never assume that I cannot become smarter than anyone. There is no point in collaborating unless all parties can mutually improve.",10599372,472667,"BIOL-3400-001 | Spring 2019","Beucher","Biotechnology","M"
"2019-01-31",NA,1,2,2,"I think that she is smarter than me because she has already went through human anatomy and I have yet to do so. She also has more experience in the health field since she works at a hospital.",10852955,472701,"MICR-2060-003 | Spring 2019","Beucher","University Studies","F"
"2019-01-31",NA,1,2,2,"Erik is very confident in his classes and performs really well.",10600228,472701,"MICR-2060-003 | Spring 2019","Beucher","Biology","M"
"2019-01-31",NA,1,2,2,"She is better at the homework assignments, I feel like she does better on tests.",10716784,472701,"MICR-2060-003 | Spring 2019","Beucher","Pre-Professional","F"
"2019-01-31",NA,1,2,1,"He usually asks me questions, but we're on a similar level",10743394,472667,"BIOL-3400-001 | Spring 2019","Beucher","Biology","M"
"2019-01-31",NA,1,1,2,"Jamison is able to answer and explain answers in good detail when we are studying. He is able to put the whole picture together. ",10820025,472701,"MICR-2060-003 | Spring 2019","Beucher","Pre-Professional","M"
"2019-01-31",NA,1,2,1,"I actually feel that we are both at the same level because we ask the same amount of questions to each other.  There are some topics she understands better than I do and there are topics that I understand better than she does and together we share information and ask questions.",10849244,472700,"MICR-2060-002 | Spring 2019","Beucher","Biology Education","F"
"2019-01-31",NA,1,3,1,"I have more correct answers. I also tend to answer his questions, where he can't answer mine. ",10808119,472701,"MICR-2060-003 | Spring 2019","Beucher","Pre-Professional","M"
"2019-01-31",NA,1,2,2,"She has good idea's. She also did a very detailed outline of the study guide with highlighted sections. She is very organized. I don't understand as quickly as she does I think.",10780221,472700,"MICR-2060-002 | Spring 2019","Beucher","Personal Interest","F"
"2019-01-31",NA,1,2,2,"She always seems to know all the answers. She acts more confident in her knowledge. She also gets better grades on tests than I do, and is more type-A than me. ",10716797,472701,"MICR-2060-003 | Spring 2019","Beucher","Biology","F"
"2019-01-31",NA,1,2,2,"He's taken classes in which they cover most of the same content being taught before, This is all new information for me.",10576865,472667,"BIOL-3400-001 | Spring 2019","Beucher","Exercise Sci and Outdoor Rec","M"
"2019-01-31",NA,1,2,1,"I'm not smarter. Shes my best friend so I have had plenty of classes with her and I tend to study more and I've taken biochem which is helpful for this class, which she has not.",10722602,472667,"BIOL-3400-001 | Spring 2019","Beucher","Biology","F"
"2019-01-31",NA,1,2,1,"I'm not smarter, i just tend to study more.",10722602,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","F"
"2019-01-31",NA,1,2,1,"I only chose me because historically I have done slightly better on tests then he has, but I wouldn't have chosen to say that I am smarter. We are at a very similar understanding in genetics when we have discussions in our group.",10832662,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","M"
"2019-01-31",NA,1,2,1,"I prepare more. I have prioir info to help understand the current info",10620527,472701,"MICR-2060-003 | Spring 2019","Beucher","Community Health","F"
"2019-01-31",NA,1,2,2,"He is a biology major, and is more experienced in taking these kind of classes.",10810280,472700,"MICR-2060-002 | Spring 2019","Beucher","University Studies","F"
"2019-01-31",NA,1,2,2,"I said that she is smarter because she understands all the information right away and I need to listen to the lecture and then study at home on order to do well. ",10765274,472701,"MICR-2060-003 | Spring 2019","Beucher","Nursing","F"
"2019-01-31",NA,1,2,1,"By who knows the course material better. I know I study more than he does. I don't feel that I am a smarter person than him in general, I just work harder in this class and therefore am smarter in this material. ",10592593,472700,"MICR-2060-002 | Spring 2019","Beucher","Pre-Professional","M"
"2019-01-31",NA,1,2,1,"",10600225,472670,"BIOL-3500-001 | Spring 2019","Domyan","Biology","M"
"2019-01-31",NA,1,2,2,"I usually speed through assignments far too quickly. Ikaika is able to catch my mistakes  before they become bigger mistakes and orient us back on the right track.",10658995,474968,"BIOL-3500-601 | Spring 2019","Domyan","Biology","M"
"2019-01-31",NA,1,2,2,"I feel like we generally have a similar understanding of what is being taught, but she sometimes understands it a little bit better than I do. She has spent more time studying the material than I have. So she has a better understanding of the subject.",10305046,472701,"MICR-2060-003 | Spring 2019","Beucher","Nursing","F"
