"UVID","Question.number","Question","Answer"
10748574,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10778879,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",2
10651493,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10754508,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",5
10805029,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",3
10756376,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",1
10683983,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",2
10778879,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10006531,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",2
10192599,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10686083,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",3
10683929,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",5
10661674,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",3
10646622,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10686083,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",2
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",5
10625004,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10767182,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",NA
10662629,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",5
10746678,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10751183,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10713339,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",5
10690753,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",1
10804085,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10694768,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10844250,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",5
10809036,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10798220,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",5
10796866,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10033831,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",3
10627575,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10754508,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10688257,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",3
10797171,"4","I.am.better.able.to.remember.the.relationships.between.science...concepts.",4
10842764,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10777529,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10724436,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10539823,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10794731,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10788907,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10791984,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10771266,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10613694,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10650642,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10785330,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10810643,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10809461,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10751651,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10810878,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10814855,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10773064,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10747778,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10684260,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10814975,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10788887,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10765001,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10802498,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10814528,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10820258,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10588629,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10806551,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10810104,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10731364,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10782635,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10794562,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10761068,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10807463,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10773351,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10680264,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10782723,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10661231,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10835151,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10722552,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10702038,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10721073,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10797654,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10598356,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10734251,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10734251,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10734814,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10810900,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10771684,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10780101,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",2
10704181,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10787277,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10807713,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",1
10807713,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10719588,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10752762,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10664451,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10660245,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10808167,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10784917,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10031834,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10811528,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10769335,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10681199,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10756334,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10792169,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10810643,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10808067,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10667170,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10545011,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10741899,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10748749,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10762899,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10764568,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10794504,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10735089,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10820770,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10774061,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10771956,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10799845,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10275646,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10767182,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10591331,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10796866,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10791974,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10006972,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10778180,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10683929,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10817493,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10788850,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10337129,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10798220,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10733701,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10709874,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10659916,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10792327,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10783352,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10678282,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10612322,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10662629,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10686325,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10522336,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10789711,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10813904,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10805783,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10732196,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10808341,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10713104,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10844250,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10756376,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",2
10686083,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",2
10751183,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10746678,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10526892,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10783261,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10829903,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10694768,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10192599,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10557678,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10275646,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10804085,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10778180,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10728996,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10642101,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10006972,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10698325,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10766571,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10831776,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10771130,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10584193,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10756431,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10778879,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10627575,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10653804,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10695970,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10664378,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10783406,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10733947,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10698325,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10799423,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10523939,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10634543,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10797171,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10740965,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10748574,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10709874,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10798349,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10805783,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10651493,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10736872,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10841847,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10646622,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10789880,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10797171,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10798220,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10661872,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10612322,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10217214,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10259870,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10681139,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10684257,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10748843,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10761432,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10784182,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10801716,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10661872,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10731365,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10647455,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10591331,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10789711,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10733701,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10627412,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",1
10231042,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10033831,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10006972,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10612322,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10695970,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10673538,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10736872,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10742835,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10756376,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",2
10764568,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10713104,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10526892,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10625004,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10748574,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10661674,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10688257,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10713485,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10771956,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10697832,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10799423,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10743394,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10733947,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10683929,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10331065,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10789238,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10809036,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10808341,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10717300,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10331065,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10809036,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10797171,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10331065,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10748574,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10778879,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10651493,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10754508,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10805029,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10756376,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10683983,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",2
10778879,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10006531,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10192599,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10686083,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10683929,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10661674,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10646622,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10686083,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",3
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10625004,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10767182,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",NA
10662629,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10746678,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10751183,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10713339,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10690753,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",2
10804085,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10694768,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10844250,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10809036,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10798220,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",5
10796866,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10033831,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10627575,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10754508,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10688257,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10797171,"5","I.understand.it.is.up.to.me.to.master.the.science.information.I...teach.in.class.",4
10842764,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10777529,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",5
10724436,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10539823,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10794731,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",2
10788907,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",5
10791984,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10771266,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10613694,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",5
10650642,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",1
10785330,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",5
10810643,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10809461,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",5
10751651,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10810878,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",5
10814855,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10773064,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10747778,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10684260,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10814975,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10788887,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10765001,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10802498,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10814528,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",5
10820258,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10588629,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10806551,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10810104,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10731364,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10782635,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10794562,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10761068,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",2
10807463,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10773351,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
10680264,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",3
10782723,"6","Learning.about.science.changes.my.ideas.about.how.the.world.works.",4
