"UVID","Question.number","Question","Answer"
10713485,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10526892,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10824253,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10625004,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10798349,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10831708,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10796866,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10733947,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10732196,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10778879,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10844250,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10756376,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10686325,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10746678,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10797171,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10801716,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10762899,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10718584,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10766074,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10767182,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10627412,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",1
10717300,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10829903,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10745745,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10735089,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10820770,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",1
10642101,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10804085,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10337129,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10737824,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10275646,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10544883,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10687047,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10783406,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10778180,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10713104,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10771956,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10762899,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10713485,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10741779,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10766074,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",2
10794504,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10777529,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10646772,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10785330,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10752762,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10751651,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10835193,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10702038,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10683808,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10724436,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",2
10698041,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10771266,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10807463,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10588629,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10761068,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",1
10747778,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10734814,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10613694,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10810104,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10788907,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10842764,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10807185,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10773351,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10721073,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10031834,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10650642,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10667170,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10788887,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10731862,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10820258,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10808167,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10761761,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10792169,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10814975,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10650483,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10810878,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10614032,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10539823,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10785330,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10771684,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10698041,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10769335,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10814855,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10598356,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10732480,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10684260,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10719588,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10661231,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10680264,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10808067,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10660245,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10734814,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10734814,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10731044,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10810900,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10774899,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10782723,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10782723,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10664451,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10683808,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10771266,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10791984,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10780669,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",2
10807463,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10734251,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10809461,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10806631,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",2
10810643,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10810643,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",NA
10802498,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10741066,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10835151,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10545011,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10681199,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10682694,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10704181,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10519316,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10723617,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",1
10787277,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10819765,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10784917,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10785441,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10814528,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10750396,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10807713,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",3
10797654,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10733701,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10829903,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10829903,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",2
10766074,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10331065,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10713104,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10732196,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10591331,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10789238,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10337129,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10813904,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10742835,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10820770,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10713485,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10764568,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10805783,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10778180,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10651493,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10634543,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",2
10698325,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",2
10259870,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",5
10798349,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10784182,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10748749,"5","My.confidence.in.my.ability.to.understand.science.has.increased.",4
10591331,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10647455,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10678310,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10713339,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10735089,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10778879,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10808341,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10642101,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10522336,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10774061,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10678282,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10733701,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10006972,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10783352,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10764568,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10337129,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10275646,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10731365,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10661872,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10627575,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10576014,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10717300,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10751183,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10686325,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10646622,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10766571,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10817493,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10784182,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10762899,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10783406,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10661674,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10756431,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10523939,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10664378,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10776423,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10766074,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10741779,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10192599,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10522336,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10728996,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10788850,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10743394,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10778879,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10686083,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10723148,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10789880,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10754508,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10612322,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10778180,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10678282,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10634543,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10690753,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10661872,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10789238,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10771130,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10231042,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10627412,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10217214,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10791974,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10006972,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",1
10544883,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10694768,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10808341,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10662629,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10796866,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10844250,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10646520,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10591331,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10681139,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10794504,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10709874,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10748843,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10817493,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",1
10756376,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",1
10557678,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10684257,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10664872,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10584193,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10736872,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10033831,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10698325,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10713104,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10331065,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10804085,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10742835,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10748574,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10697832,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10683929,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10771956,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10713485,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10526892,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10824253,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10625004,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10798349,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10831708,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10796866,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10733947,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10732196,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10778879,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10844250,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10756376,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10686325,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10746678,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10797171,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10801716,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10762899,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10718584,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",1
10766074,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10767182,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10627412,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10717300,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10829903,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10745745,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10735089,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10820770,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10642101,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10804085,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10337129,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10737824,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10275646,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10544883,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10687047,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10783406,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10778180,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10713104,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10771956,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10762899,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10713485,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10741779,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10766074,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10794504,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10777529,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10646772,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10785330,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10752762,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10751651,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10835193,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10702038,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10683808,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10724436,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10698041,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10771266,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10807463,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10588629,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10761068,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",1
10747778,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10734814,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10613694,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10810104,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10788907,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",5
10842764,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10807185,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10773351,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10721073,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10031834,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10650642,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10667170,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10788887,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10731862,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10820258,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10808167,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10761761,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10792169,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",1
10814975,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10650483,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10810878,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10614032,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",1
10539823,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10785330,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10771684,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10698041,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10769335,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10814855,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10598356,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10732480,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10684260,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10719588,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10661231,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10680264,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10808067,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10660245,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10734814,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10734814,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10731044,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10810900,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10774899,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10782723,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10782723,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10664451,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10683808,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10771266,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10791984,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10780669,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10807463,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10734251,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10809461,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10806631,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10810643,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",3
10810643,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",NA
10802498,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",4
10741066,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",2
10835151,"6","My.ability.to.apply.scientific.knowledge.to.new.situations.has.not.changed.",1
